CD Code|CD Name|Customer Code|Customer Name|RE Channel|Registration Date|Customer Creation Date|Beat Code|Beat Name|Salesman Code|Salesman Name|Coverage_Day|Customer_Name|Outlet_Index_No|Beat_Name|Beat_Index_No|HO-DSM Type|contact|Zone_|State_|District_|City_|Pop Strata_|Super_Charge_Product|Super_Charge_Product_PDO|Super_Charge_No_of_Product|Tota_Outlet_Count|Tota_Outlet_Count_Slab|Super_Charge_Focus_Product_Vol|Super_Charge_Num_Products_Billed|Super_Charge_Focus_Product_Vol_BTD|Super_Charge_Num_Products_Billed_BTD|Total_Vol_MT
2112214|SANYAM MARKETING|AWL1000433332|New Charbhuja provision store|Low End|44126|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|20. New Charbhuja provision store - AWL1000433332|20|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179843|New Charbhuja Provison Store|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|21. New Charbhuja Provison Store - AWL1000179843|21|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179984|NEW HARI KRUPA KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|22. NEW HARI KRUPA KIRANA STORE - AWL1000179984|22|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000433310|Om shree Provision Store|Low End|44126|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|23. Om shree Provision Store - AWL1000433310|23|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179201|PARSHWA NATH KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|24. PARSHWA NATH KIRANA STORE - AWL1000179201|24|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179183|PAVAN KIRANA STORES|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|25. PAVAN KIRANA STORES - AWL1000179183|25|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179204|RAMDEV KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|26. RAMDEV KIRANA STORE - AWL1000179204|26|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179176|S.K MART|SS|43477|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|27. S.K MART - AWL1000179176|27|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL0000895734|Sai Krupa Pan and dairy parlour|Low End|45710|45710|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|28. Sai Krupa Pan and dairy parlour - AWL0000895734|28|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179185|SHETRAPAL KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|29. SHETRAPAL KIRANA STORE - AWL1000179185|29|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179844|SHIV SHAKTI ANAJ BHANDAR|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|30. SHIV SHAKTI ANAJ BHANDAR - AWL1000179844|30|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179179|SHIVAM KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|31. SHIVAM KIRANA STORE - AWL1000179179|31|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL0000895733|shivam treders|Low End|45710|45710|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|32. shivam treders - AWL0000895733|32|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179193|SHREE BALA HANUMAN PROVISION STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|33. SHREE BALA HANUMAN PROVISION STORE - AWL1000179193|33|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000704259|Shree Chamunda Provision Store|Low End|44595|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|34. Shree Chamunda Provision Store - AWL1000704259|34|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179190|SHREE DEVANGI PROVISION STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|35. SHREE DEVANGI PROVISION STORE - AWL1000179190|35|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL0000846842|shree Ganesh kirana stores|Low End|45605|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|36. shree Ganesh kirana stores - AWL0000846842|36|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179184|SHREE GOGAJI SIZNABLE STORE |Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|37. SHREE GOGAJI SIZNABLE STORE  - AWL1000179184|37|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179194|SHREE KHEMKARI PROVISION STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|38. SHREE KHEMKARI PROVISION STORE - AWL1000179194|38|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179717|SHREE RAM KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|39. SHREE RAM KIRANA STORE - AWL1000179717|39|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179181|SHREE SATNAM KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|40. SHREE SATNAM KIRANA STORE - AWL1000179181|40|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000197470|SHREE SHETRAPAL KIRANA STORE|Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|41. SHREE SHETRAPAL KIRANA STORE - AWL1000197470|41|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL0000831433|shree umiya Pro store|Low End|45509|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|42. shree umiya Pro store - AWL0000831433|42|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000197471|SHYAM PROVISION STORE |Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|43. SHYAM PROVISION STORE  - AWL1000197471|43|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179178|SWAMI NARAYAN TRADING CO|WH|43477|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|44. SWAMI NARAYAN TRADING CO - AWL1000179178|44|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179199|UMIYA KIRANA STORE |Low End|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|45. UMIYA KIRANA STORE  - AWL1000179199|45|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000179203|VINAYAK TREADERS|WH|43453|45695|BEAT81362311929|Parshwanath Township - O|SLM2138387|MITESH PARMAR|Sunday|46. VINAYAK TREADERS - AWL1000179203|46|6. Parshwanath Township - O|6|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|46|41-50|||||
2112214|SANYAM MARKETING|AWL1000402978|ADINAATH KIRANA STORS|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|1. ADINAATH KIRANA STORS - AWL1000402978|1|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000433330|Adinath provision store|Low End|44126|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|2. Adinath provision store - AWL1000433330|2|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197344|AMBIKA KIRANA STORE |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|3. AMBIKA KIRANA STORE  - AWL1000197344|3|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178734|BHAGVATI TRADING COMPANY|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|4. BHAGVATI TRADING COMPANY - AWL1000178734|4|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496476|Bhagwati Kirana Store|Low End|44264|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|5. Bhagwati Kirana Store - AWL1000496476|5|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178750|BHAGYA LAXMI PROVISION|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|6. BHAGYA LAXMI PROVISION - AWL1000178750|6|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197649|DHANLAXMI PROVISION STORE |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|7. DHANLAXMI PROVISION STORE  - AWL1000197649|7|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000881309|hitendra treader|SS|45693|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|8. hitendra treader - AWL0000881309|8|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000402989|JAGDISH KIRANA|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|9. JAGDISH KIRANA - AWL1000402989|9|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496501|Jay Gurudev Provision Store|Low End|44264|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|10. Jay Gurudev Provision Store - AWL1000496501|10|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000496503|jay Ranchod Anaj Bhandar|Low End|44264|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|11. jay Ranchod Anaj Bhandar - AWL1000496503|11|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178751|JAYSHREE HINGLAJ|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|12. JAYSHREE HINGLAJ - AWL1000178751|12|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|0.0|1.0|12.0|4.0|10.44
2112214|SANYAM MARKETING|AWL1000496505|jivanlal ganeshdas & co.|Low End|44264|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|13. jivanlal ganeshdas & co. - AWL1000496505|13|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000433329|kamlesh kirana store|Low End|44126|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|14. kamlesh kirana store - AWL1000433329|14|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197643|KANTI LAL & COMPANY |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|15. KANTI LAL & COMPANY  - AWL1000197643|15|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000492292|Karishma store|Low End|44234|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|16. Karishma store - AWL1000492292|16|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000881310|kesariyaji gandhi store|SS|45693|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|17. kesariyaji gandhi store - AWL0000881310|17|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197642|KUNAL TREDING COMPANY |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|18. KUNAL TREDING COMPANY  - AWL1000197642|18|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000425796|Lalit traders|Low End|44106|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|19. Lalit traders - AWL1000425796|19|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178746|LAXMI KIRANA|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|20. LAXMI KIRANA - AWL1000178746|20|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197645|MADHUR SUPER MARKET |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|21. MADHUR SUPER MARKET  - AWL1000197645|21|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000881308|Mahaveer kirana|SS|45693|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|22. Mahaveer kirana - AWL0000881308|22|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197646|MANASHA PROVISION STORE |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|23. MANASHA PROVISION STORE  - AWL1000197646|23|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000492142|Nakoda Traders|Low End|44234|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|24. Nakoda Traders - AWL1000492142|24|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197343|PANKAJ KIRANA STORE|WH|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|25. PANKAJ KIRANA STORE - AWL1000197343|25|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000402973|RAJASTHAN PROISON STORS|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|26. RAJASTHAN PROISON STORS - AWL1000402973|26|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000492288|Ravi Traders|Low End|44234|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|27. Ravi Traders - AWL1000492288|27|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178728|SADGURU TRADING COMPANY|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|28. SADGURU TRADING COMPANY - AWL1000178728|28|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000896569|sai kirana|Soap|45713|45713|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|29. sai kirana - AWL0000896569|29|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178747|SANJNA KIRANA|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|30. SANJNA KIRANA - AWL1000178747|30|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000433317|shah Bhurmal Hajarimal|Low End|44126|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|31. shah Bhurmal Hajarimal - AWL1000433317|31|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000402990|SHAH HAJARIMAL KHUBCHAND |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|32. SHAH HAJARIMAL KHUBCHAND  - AWL1000402990|32|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000425802|Shah Hajarimal Parasmal|Low End|44106|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|33. Shah Hajarimal Parasmal - AWL1000425802|33|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL0000877990|shree hingdaj provision store|SS|45685|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|34. shree hingdaj provision store - AWL0000877990|34|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197644|SHREE LAL KRUPA PROVISION STORE|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|35. SHREE LAL KRUPA PROVISION STORE - AWL1000197644|35|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000178713|SHREE PARSHWANATH KIRANA STORE|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|36. SHREE PARSHWANATH KIRANA STORE - AWL1000178713|36|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000197648|SHREE SHANTI NATH TREADERS |Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|37. SHREE SHANTI NATH TREADERS  - AWL1000197648|37|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000402988|VASANT KIRANA|Low End|43453|45695|BEAT81362311930|Chamanpura - O|SLM2138388|Harsh Gohel|Sunday|38. VASANT KIRANA - AWL1000402988|38|1. Chamanpura - O|1|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|38|31-40|||||
2112214|SANYAM MARKETING|AWL1000426744|BABA RAMDEV PROVISION STORE |Low End|44106|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|1. BABA RAMDEV PROVISION STORE  - AWL1000426744|1|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL0000846832|Bajrang provision Store|Low End|45605|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|2. Bajrang provision Store - AWL0000846832|2|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000491990|CHAMUNDA KIRANA &PROVISION STORE|Low End|44234|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|3. CHAMUNDA KIRANA &PROVISION STORE - AWL1000491990|3|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL0000879481|charbhuja kirana|Low End|45689|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|4. charbhuja kirana - AWL0000879481|4|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000491983|DEVNARAYAN PROVISION STORE|Low End|44234|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|5. DEVNARAYAN PROVISION STORE - AWL1000491983|5|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL0000877982|dhanlaxmi kirana|SS|45685|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|6. dhanlaxmi kirana - AWL0000877982|6|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000426738|DHANLAXMI KIRANA STORE |Low End|44106|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|7. DHANLAXMI KIRANA STORE  - AWL1000426738|7|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL0000879484|dhanlaxmi super mart|SS|45689|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|8. dhanlaxmi super mart - AWL0000879484|8|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000491960|DHARMNANDAN TRADING|Low End|44234|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|9. DHARMNANDAN TRADING - AWL1000491960|9|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000491995|DIMPAL KIRANA & GENERAL STORE.|Low End|44234|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|10. DIMPAL KIRANA & GENERAL STORE. - AWL1000491995|10|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL1000426739|GHYARTI TARDERS |Low End|44106|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|11. GHYARTI TARDERS  - AWL1000426739|11|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
2112214|SANYAM MARKETING|AWL0000877979|hari om kirana store|SS|45685|45695|BEAT81362311931|Kathwada - O|SLM2138388|Harsh Gohel|Sunday|12. hari om kirana store - AWL0000877979|12|2. Kathwada - O|2|Retail|9825388378.0|West 2|Gujarat||Ahmedabad|Metro|Rice|12|5|50|41-50|||||
